"","P","n","parameter","data_size"
"4914",0.8,8,"bayesian-n",10
"4915",0.8,9,"bayesian-n",10
"4916",0.8,9,"bayesian-n",10
"4917",0.8,8,"bayesian-n",10
"4918",0.8,8,"bayesian-n",10
"4919",0.8,9,"bayesian-n",10
"4920",0.8,8,"bayesian-n",10
"4921",0.8,8,"bayesian-n",10
"4922",0.8,9,"bayesian-n",10
"4923",0.8,8,"bayesian-n",10
"4924",0.8,9,"bayesian-n",10
"4925",0.8,9,"bayesian-n",10
"4926",0.8,9,"bayesian-n",10
"4927",0.8,8,"bayesian-n",10
"4928",0.8,9,"bayesian-n",10
"4929",0.8,8,"bayesian-n",10
"4930",0.8,8,"bayesian-n",10
"4931",0.8,9,"bayesian-n",10
"4932",0.8,9,"bayesian-n",10
"4933",0.8,9,"bayesian-n",10
"4934",0.8,8,"bayesian-n",10
"4935",0.8,8,"bayesian-n",10
"4936",0.8,9,"bayesian-n",10
"4937",0.8,8,"bayesian-n",10
"4938",0.8,9,"bayesian-n",10
"4939",0.8,9,"bayesian-n",10
"4940",0.8,8,"bayesian-n",10
"4941",0.8,8,"bayesian-n",10
"4942",0.8,9,"bayesian-n",10
"4943",0.8,8,"bayesian-n",10
"4944",0.8,9,"bayesian-n",10
"4945",0.8,8,"bayesian-n",10
"4946",0.8,8,"bayesian-n",10
"4947",0.8,9,"bayesian-n",10
"4948",0.8,9,"bayesian-n",10
"4949",0.8,8,"bayesian-n",10
"4950",0.8,9,"bayesian-n",10
"4951",0.8,9,"bayesian-n",10
"4952",0.8,8,"bayesian-n",10
"4953",0.8,9,"bayesian-n",10
"4954",0.8,8,"bayesian-n",10
"4955",0.8,8,"bayesian-n",10
"4956",0.8,9,"bayesian-n",10
"4957",0.8,8,"bayesian-n",10
"4958",0.8,8,"bayesian-n",10
"4959",0.8,9,"bayesian-n",10
"4960",0.8,8,"bayesian-n",10
"4961",0.8,9,"bayesian-n",10
"4962",0.8,8,"bayesian-n",10
"4963",0.8,9,"bayesian-n",10
"4964",0.8,8,"bayesian-n",10
"4965",0.8,9,"bayesian-n",10
"4966",0.8,8,"bayesian-n",10
"4967",0.8,8,"bayesian-n",10
"4968",0.8,9,"bayesian-n",10
"4969",0.8,9,"bayesian-n",10
"4970",0.8,8,"bayesian-n",10
"4971",0.8,8,"bayesian-n",10
"4972",0.8,8,"bayesian-n",10
"4973",0.8,10,"bayesian-n",10
"4974",0.8,8,"bayesian-n",10
"4975",0.8,8,"bayesian-n",10
"4976",0.8,8,"bayesian-n",10
"4977",0.8,9,"bayesian-n",10
"4978",0.8,8,"bayesian-n",10
"4979",0.8,8,"bayesian-n",10
"4980",0.8,9,"bayesian-n",10
"4981",0.8,8,"bayesian-n",10
"4982",0.8,9,"bayesian-n",10
"4983",0.8,8,"bayesian-n",10
"4984",0.8,8,"bayesian-n",10
"4985",0.8,8,"bayesian-n",10
"4986",0.8,9,"bayesian-n",10
"4987",0.8,8,"bayesian-n",10
"4988",0.8,8,"bayesian-n",10
"4989",0.8,9,"bayesian-n",10
"4990",0.8,8,"bayesian-n",10
"4991",0.8,9,"bayesian-n",10
"4992",0.8,8,"bayesian-n",10
"4993",0.8,8,"bayesian-n",10
"4994",0.8,9,"bayesian-n",10
"4995",0.8,9,"bayesian-n",10
"4996",0.8,8,"bayesian-n",10
"4997",0.8,8,"bayesian-n",10
"4998",0.8,9,"bayesian-n",10
"4999",0.8,8,"bayesian-n",10
"5000",0.8,9,"bayesian-n",10
"5001",0.8,9,"bayesian-n",10
"5002",0.8,10,"fiducial-n",50
"5003",0.8,10,"fiducial-n",50
"5004",0.8,10,"fiducial-n",50
"5005",0.8,10,"fiducial-n",50
"5006",0.8,10,"fiducial-n",50
"5007",0.8,10,"fiducial-n",50
"5008",0.8,10,"fiducial-n",50
"5009",0.8,10,"fiducial-n",50
"5010",0.8,10,"fiducial-n",50
"5011",0.8,10,"fiducial-n",50
"5012",0.8,11,"fiducial-n",50
"5013",0.8,10,"fiducial-n",50
"5014",0.8,10,"fiducial-n",50
"5015",0.8,10,"fiducial-n",50
"5016",0.8,10,"fiducial-n",50
"5017",0.8,10,"fiducial-n",50
"5018",0.8,10,"fiducial-n",50
"5019",0.8,10,"fiducial-n",50
"5020",0.8,10,"fiducial-n",50
"5021",0.8,10,"fiducial-n",50
"5022",0.8,10,"fiducial-n",50
"5023",0.8,10,"fiducial-n",50
"5024",0.8,10,"fiducial-n",50
"5025",0.8,10,"fiducial-n",50
"5026",0.8,10,"fiducial-n",50
"5027",0.8,10,"fiducial-n",50
"5028",0.8,10,"fiducial-n",50
"5029",0.8,10,"fiducial-n",50
"5030",0.8,10,"fiducial-n",50
"5031",0.8,10,"fiducial-n",50
"5032",0.8,10,"fiducial-n",50
"5033",0.8,10,"fiducial-n",50
"5034",0.8,10,"fiducial-n",50
"5035",0.8,10,"fiducial-n",50
"5036",0.8,10,"fiducial-n",50
"5037",0.8,10,"fiducial-n",50
"5038",0.8,10,"fiducial-n",50
"5039",0.8,10,"fiducial-n",50
"5040",0.8,10,"fiducial-n",50
"5041",0.8,10,"fiducial-n",50
"5042",0.8,10,"fiducial-n",50
"5043",0.8,10,"fiducial-n",50
"5044",0.8,10,"fiducial-n",50
"5045",0.8,10,"fiducial-n",50
"5046",0.8,10,"fiducial-n",50
"5047",0.8,10,"fiducial-n",50
"5048",0.8,10,"fiducial-n",50
"5049",0.8,10,"fiducial-n",50
"5050",0.8,10,"fiducial-n",50
"5051",0.8,10,"fiducial-n",50
"5052",0.8,10,"fiducial-n",50
"5053",0.8,10,"fiducial-n",50
"5054",0.8,10,"fiducial-n",50
"5055",0.8,10,"fiducial-n",50
"5056",0.8,10,"fiducial-n",50
"5057",0.8,10,"fiducial-n",50
"5058",0.8,10,"fiducial-n",50
"5059",0.8,10,"fiducial-n",50
"5060",0.8,10,"fiducial-n",50
"5061",0.8,10,"fiducial-n",50
"5062",0.8,10,"fiducial-n",50
"5063",0.8,10,"fiducial-n",50
"5064",0.8,10,"fiducial-n",50
"5065",0.8,10,"fiducial-n",50
"5066",0.8,10,"fiducial-n",50
"5067",0.8,10,"fiducial-n",50
"5068",0.8,10,"fiducial-n",50
"5069",0.8,10,"fiducial-n",50
"5070",0.8,10,"fiducial-n",50
"5071",0.8,10,"fiducial-n",50
"5072",0.8,10,"fiducial-n",50
"5073",0.8,10,"fiducial-n",50
"5074",0.8,10,"fiducial-n",50
"5075",0.8,10,"fiducial-n",50
"5076",0.8,10,"fiducial-n",50
"5077",0.8,10,"fiducial-n",50
"5078",0.8,10,"fiducial-n",50
"5079",0.8,10,"fiducial-n",50
"5080",0.8,10,"fiducial-n",50
"5081",0.8,10,"fiducial-n",50
"5082",0.8,10,"fiducial-n",50
"5083",0.8,10,"fiducial-n",50
"5084",0.8,10,"fiducial-n",50
"5085",0.8,10,"fiducial-n",50
"5086",0.8,10,"fiducial-n",50
"5087",0.8,10,"fiducial-n",50
"5088",0.8,10,"fiducial-n",50
"5089",0.8,10,"fiducial-n",50
"5090",0.8,10,"fiducial-n",50
"5091",0.8,10,"fiducial-n",50
"5092",0.8,10,"fiducial-n",50
"5093",0.8,10,"fiducial-n",50
"5094",0.8,10,"fiducial-n",50
"5095",0.8,10,"fiducial-n",50
"5096",0.8,10,"fiducial-n",50
"5097",0.8,10,"fiducial-n",50
"5098",0.8,10,"fiducial-n",50
"5099",0.8,10,"fiducial-n",50
"5100",0.8,10,"fiducial-n",50
"5101",0.8,10,"fiducial-n",50
"5102",0.8,10,"bayesian-n",50
"5103",0.8,10,"bayesian-n",50
"5104",0.8,10,"bayesian-n",50
"5105",0.8,10,"bayesian-n",50
"5106",0.8,10,"bayesian-n",50
"5107",0.8,10,"bayesian-n",50
"5108",0.8,10,"bayesian-n",50
"5109",0.8,10,"bayesian-n",50
"5110",0.8,10,"bayesian-n",50
"5111",0.8,10,"bayesian-n",50
"5112",0.8,10,"bayesian-n",50
"5113",0.8,10,"bayesian-n",50
"5114",0.8,10,"bayesian-n",50
"5115",0.8,10,"bayesian-n",50
"5116",0.8,10,"bayesian-n",50
"5117",0.8,10,"bayesian-n",50
"5118",0.8,10,"bayesian-n",50
"5119",0.8,10,"bayesian-n",50
"5120",0.8,10,"bayesian-n",50
"5121",0.8,10,"bayesian-n",50
"5122",0.8,10,"bayesian-n",50
"5123",0.8,10,"bayesian-n",50
"5124",0.8,10,"bayesian-n",50
"5125",0.8,10,"bayesian-n",50
"5126",0.8,10,"bayesian-n",50
"5127",0.8,10,"bayesian-n",50
"5128",0.8,10,"bayesian-n",50
"5129",0.8,10,"bayesian-n",50
"5130",0.8,10,"bayesian-n",50
"5131",0.8,10,"bayesian-n",50
"5132",0.8,10,"bayesian-n",50
"5133",0.8,10,"bayesian-n",50
"5134",0.8,10,"bayesian-n",50
"5135",0.8,10,"bayesian-n",50
"5136",0.8,10,"bayesian-n",50
"5137",0.8,10,"bayesian-n",50
"5138",0.8,10,"bayesian-n",50
"5139",0.8,10,"bayesian-n",50
"5140",0.8,10,"bayesian-n",50
"5141",0.8,10,"bayesian-n",50
"5142",0.8,10,"bayesian-n",50
"5143",0.8,10,"bayesian-n",50
"5144",0.8,10,"bayesian-n",50
"5145",0.8,10,"bayesian-n",50
"5146",0.8,10,"bayesian-n",50
"5147",0.8,10,"bayesian-n",50
"5148",0.8,10,"bayesian-n",50
"5149",0.8,10,"bayesian-n",50
"5150",0.8,10,"bayesian-n",50
"5151",0.8,10,"bayesian-n",50
"5152",0.8,10,"bayesian-n",50
"5153",0.8,10,"bayesian-n",50
"5154",0.8,10,"bayesian-n",50
"5155",0.8,10,"bayesian-n",50
"5156",0.8,10,"bayesian-n",50
"5157",0.8,10,"bayesian-n",50
"5158",0.8,10,"bayesian-n",50
"5159",0.8,10,"bayesian-n",50
"5160",0.8,10,"bayesian-n",50
"5161",0.8,10,"bayesian-n",50
"5162",0.8,10,"bayesian-n",50
"5163",0.8,10,"bayesian-n",50
"5164",0.8,10,"bayesian-n",50
"5165",0.8,10,"bayesian-n",50
"5166",0.8,10,"bayesian-n",50
"5167",0.8,10,"bayesian-n",50
"5168",0.8,10,"bayesian-n",50
"5169",0.8,10,"bayesian-n",50
"5170",0.8,10,"bayesian-n",50
"5171",0.8,10,"bayesian-n",50
"5172",0.8,10,"bayesian-n",50
"5173",0.8,10,"bayesian-n",50
"5174",0.8,10,"bayesian-n",50
"5175",0.8,10,"bayesian-n",50
"5176",0.8,10,"bayesian-n",50
"5177",0.8,10,"bayesian-n",50
"5178",0.8,10,"bayesian-n",50
"5179",0.8,10,"bayesian-n",50
"5180",0.8,10,"bayesian-n",50
"5181",0.8,10,"bayesian-n",50
"5182",0.8,10,"bayesian-n",50
"5183",0.8,10,"bayesian-n",50
"5184",0.8,10,"bayesian-n",50
"5185",0.8,10,"bayesian-n",50
"5186",0.8,10,"bayesian-n",50
"5187",0.8,10,"bayesian-n",50
"5188",0.8,10,"bayesian-n",50
"5189",0.8,10,"bayesian-n",50
"5190",0.8,10,"bayesian-n",50
"5191",0.8,10,"bayesian-n",50
"5192",0.8,10,"bayesian-n",50
"5193",0.8,10,"bayesian-n",50
"5194",0.8,10,"bayesian-n",50
"5195",0.8,10,"bayesian-n",50
"5196",0.8,10,"bayesian-n",50
"5197",0.8,10,"bayesian-n",50
"5198",0.8,10,"bayesian-n",50
"5199",0.8,10,"bayesian-n",50
"5200",0.8,10,"bayesian-n",50
"5201",0.8,10,"bayesian-n",50
"5202",0.8,10,"fiducial-n",100
"5203",0.8,10,"fiducial-n",100
"5204",0.8,10,"fiducial-n",100
"5205",0.8,10,"fiducial-n",100
"5206",0.8,10,"fiducial-n",100
"5207",0.8,10,"fiducial-n",100
"5208",0.8,10,"fiducial-n",100
"5209",0.8,10,"fiducial-n",100
"5210",0.8,10,"fiducial-n",100
"5211",0.8,10,"fiducial-n",100
"5212",0.8,10,"fiducial-n",100
"5213",0.8,10,"fiducial-n",100
"5214",0.8,10,"fiducial-n",100
"5215",0.8,10,"fiducial-n",100
"5216",0.8,10,"fiducial-n",100
"5217",0.8,10,"fiducial-n",100
"5218",0.8,10,"fiducial-n",100
"5219",0.8,10,"fiducial-n",100
"5220",0.8,10,"fiducial-n",100
"5221",0.8,10,"fiducial-n",100
"5222",0.8,10,"fiducial-n",100
"5223",0.8,10,"fiducial-n",100
"5224",0.8,10,"fiducial-n",100
"5225",0.8,10,"fiducial-n",100
"5226",0.8,10,"fiducial-n",100
"5227",0.8,10,"fiducial-n",100
"5228",0.8,10,"fiducial-n",100
"5229",0.8,10,"fiducial-n",100
"5230",0.8,10,"fiducial-n",100
"5231",0.8,10,"fiducial-n",100
"5232",0.8,10,"fiducial-n",100
"5233",0.8,10,"fiducial-n",100
"5234",0.8,10,"fiducial-n",100
"5235",0.8,10,"fiducial-n",100
"5236",0.8,10,"fiducial-n",100
"5237",0.8,10,"fiducial-n",100
"5238",0.8,10,"fiducial-n",100
"5239",0.8,10,"fiducial-n",100
"5240",0.8,10,"fiducial-n",100
"5241",0.8,10,"fiducial-n",100
"5242",0.8,10,"fiducial-n",100
"5243",0.8,10,"fiducial-n",100
"5244",0.8,10,"fiducial-n",100
"5245",0.8,10,"fiducial-n",100
"5246",0.8,10,"fiducial-n",100
"5247",0.8,10,"fiducial-n",100
"5248",0.8,10,"fiducial-n",100
"5249",0.8,10,"fiducial-n",100
"5250",0.8,10,"fiducial-n",100
"5251",0.8,10,"fiducial-n",100
"5252",0.8,10,"fiducial-n",100
"5253",0.8,10,"fiducial-n",100
"5254",0.8,10,"fiducial-n",100
"5255",0.8,10,"fiducial-n",100
"5256",0.8,10,"fiducial-n",100
"5257",0.8,10,"fiducial-n",100
"5258",0.8,10,"fiducial-n",100
"5259",0.8,10,"fiducial-n",100
"5260",0.8,10,"fiducial-n",100
"5261",0.8,10,"fiducial-n",100
"5262",0.8,10,"fiducial-n",100
"5263",0.8,10,"fiducial-n",100
"5264",0.8,10,"fiducial-n",100
"5265",0.8,10,"fiducial-n",100
"5266",0.8,10,"fiducial-n",100
"5267",0.8,10,"fiducial-n",100
"5268",0.8,10,"fiducial-n",100
"5269",0.8,10,"fiducial-n",100
"5270",0.8,10,"fiducial-n",100
"5271",0.8,10,"fiducial-n",100
"5272",0.8,10,"fiducial-n",100
"5273",0.8,10,"fiducial-n",100
"5274",0.8,10,"fiducial-n",100
"5275",0.8,10,"fiducial-n",100
"5276",0.8,10,"fiducial-n",100
"5277",0.8,10,"fiducial-n",100
"5278",0.8,10,"fiducial-n",100
"5279",0.8,10,"fiducial-n",100
"5280",0.8,10,"fiducial-n",100
"5281",0.8,10,"fiducial-n",100
"5282",0.8,10,"fiducial-n",100
"5283",0.8,10,"fiducial-n",100
"5284",0.8,10,"fiducial-n",100
"5285",0.8,10,"fiducial-n",100
"5286",0.8,10,"fiducial-n",100
"5287",0.8,10,"fiducial-n",100
"5288",0.8,10,"fiducial-n",100
"5289",0.8,10,"fiducial-n",100
"5290",0.8,10,"fiducial-n",100
"5291",0.8,10,"fiducial-n",100
"5292",0.8,10,"fiducial-n",100
"5293",0.8,10,"fiducial-n",100
"5294",0.8,10,"fiducial-n",100
"5295",0.8,10,"fiducial-n",100
"5296",0.8,10,"fiducial-n",100
"5297",0.8,10,"fiducial-n",100
"5298",0.8,10,"fiducial-n",100
"5299",0.8,10,"fiducial-n",100
"5300",0.8,10,"fiducial-n",100
"5301",0.8,10,"fiducial-n",100
